文章,发表年份,主题词
智慧医疗视角下医院网络安全管理系统构建探析.pdf,2023,"['智慧医疗', '医院', '网络安全', '管理', '系统']"
浅谈智慧医院的建设发展.pdf,2022,"['智慧医疗', '智慧服务', '智慧管理']"
一家民营医院的智慧医疗实践.pdf,2021,"['智慧医疗', '5G智慧医疗指挥中心', '信息化建设', '民营医院', '医疗资源均衡', '患者就医体验', '高质量发展', '互联网+医疗', '医疗数字化', '智慧医院', '5G平台', '医疗信息化', '健康管理', '人工智能', '大数据', '互联网', '医疗服务', '医院管理', '肝病机器人', '慢性肝病诊疗']"
突发公共卫生事件背景下我国智慧医院建设的思考.pdf,2021,"['智慧医院', '医院信息化', '医院信息系统', '突发公共卫生事件']"
人工智能在医疗领域中的应用及展望.pdf,2015,"['人工智能', '医疗', '大数据', '智慧医院']"
智慧医院项目的建设与运维管理研究.pdf,2018,"['智慧医院', '建设', '运维', '物联网']"
数据湖技术在智慧医院建设中的应用与发展_张灵.pdf,2023,"['数据湖', '智慧医院', '数据管理', '高质量发展']"
山西省“136”兴医工程领...智慧病房建设及运营成效分析_张绍果.pdf,2023,"['智慧病房', '领军临床专科', '兴医工程', '护理管理']"
基于文献计量分析的医院多院区建设研究_刘荧.pdf,2024,"['现代医院管理', '多院区', '医院', '同质化', '文献计量法']"
浅谈公立医院智慧财务的建设实践.pdf,2020,"['公立医院', '智慧财务', '信息化', '实践']"
公立医院“智慧党建”的实践与反思.pdf,2020,
新建医院智慧后勤运维(指挥)系统前期规划探讨.pdf,2021,"['新建医院', '医院智能化系统', '后勤运维指挥中心', '前期规划']"
医院业财融合下的智慧财务管理.pdf,2022,"['智慧医院', '智慧财务', '业财融合']"
卫健委_2019年将在百城开展互联网+城市医疗集团建设试点.pdf,2019,"['医学信息学', '智慧医院', '互联网+', '信息化质控', '智慧服务分级评估', '医疗机器人']"
一体化智慧医疗体系的构建与发展策略研究.pdf,2018,"['智慧医疗', '智慧医院', '医院管理', '一体化']"
集采政策下医用耗材智慧化管理的探讨.pdf,2023,"['医用耗材', '集中带量', '智慧医院', '精细化管理']"
我校附属第一医院“智慧医疗工程技术研究中心”被认定为浙江省工程技术研究中心.pdf,2015,"['智慧医疗', '工程技术研究中心', '浙江省', '重点实验室']"
关于建设新时代医院“智慧工会”的思考——以北京天坛医院工会为例.pdf,2021,
医院智慧财务信息化建设路径及对策研究——C大型公立医院为例.pdf,2021,"['智慧财务', '公立医院', '智慧医院', '财务信息化', '大数据技术', '人工智能', '医院管理', '财务管理']"
基于智慧财务系统的医院资金管理实践与探索.pdf,2021,"['智慧财务', '资金管理', '内部控制']"
三甲医院智慧门诊建设分析.pdf,2018,"['智慧门诊', 'APP', '微信']"
关于智慧医院和智慧医院建筑设计的思考.pdf,2023,"['智慧医院', '智慧建筑', '射频识别', '信息流', '碳中和']"
医院智能化建设及其在智慧医疗发展中的意义.pdf,2022,"['智能化技术', '智慧医疗', '医院信息化建设', '智能化系统', '智慧医院']"
厘清概念推进智慧医院建设.pdf,2019,"['智慧医院', '医疗改革', '信息化', '智慧服务', '智慧管理', '智慧医疗', '互联网医院', '医疗大数据', '人工智能', '物联网', '5G技术', '电子病历', '智慧服务分级评估', '医疗效率', '患者体验', '医生工作效率', '医院管理']"
一场创新技术与实战经验的盛宴——记2019云南智慧医院建设高峰论坛.pdf,2019,"['智慧医院建设', '医疗信息化', '互联互通测评', '信息安全', '人工智能', '大数据']"
人脸和指纹识别在智慧医院中的应用研究.pdf,2019,"['智慧医院', '人脸识别', '指纹识别', '患者识别', '后勤保障', '应用场景']"
智慧医疗背景下“十四五”我国医院医疗质量与安全管理策略探析.pdf,2021,"['医疗信息化', '智慧医疗', '医疗质量', '患者安全', '管理策略']"
对我国智慧医疗民生工程发展的探讨.pdf,2014,"['智慧医疗', '智慧医院', '智慧医疗社区', '医疗信息化', '医疗智能化', '健康档案', '公共卫生信息化', '慢性病管理', '医疗物联网', '数字医院', '4P医学模式']"
智慧病房建设的国内外研究进展.pdf,2022,"['智慧病房', '智慧医疗', '5G', '智慧医院', '物联网']"
智慧医院信息系统的设计与实现.pdf,2021,"['智慧医院', '信息管理', '系统设计', '系统实现']"
物联网技术在建设智慧中医医院中的应用研究.pdf,2020,"['物联网', '智慧医疗', '中医医院']"
大数据时代下智慧财务对公立医院会计创新思维的探究.pdf,2023,"['大数据', '智慧财务', '公立医院', '会计创新', '财务管理', '医疗资源', '财务决策', '风险预警', '会计信息披露', '数据治理', '财务人才', '智慧财务制度体系', '医疗机构合作']"
智慧医院建设与发展思考.pdf,2021,"['智慧医院', '信息化', '大数据', '人工智能', '物联网']"
智慧医院的健康管理平台建设实践.pdf,2020,"['健康管理平台', '智慧医院', '信息系统', '身份权限控制', '用户管理', '移动端', '软件设计', '健康管理服务', '大数据', '人工智能']"
大型新建医院后勤智慧运维系统构建与应用.pdf,2024,"['大型医院', '后勤管理', '建筑信息模型', '数字孪生', '机电控制', '智慧运维']"
数字信息技术平台构建智慧医院卫生经济管理新模式的应用.pdf,2021,"['数字信息技术平台', '智慧医院', '卫生经济']"
人工智能时代医院档案智慧服务体系构建研究.pdf,2023,"['人工智能', '医院档案', '智慧服务', '服务体系']"
路径依赖视角下公立医院后勤智慧运维研究.pdf,2021,"['路径依赖', '技术创新', '智慧后勤', '公立医院']"
智慧医院建设促进公立医院高质量发展的思考.pdf,2023,"['智慧医院', '公立医院', '高质量发展', '电子病历', '人工智能', '医疗大数据']"
医院智慧护理信息系统的构建与应用.pdf,2020,"['移动护理', '医院信息系统', 'PDA']"
三甲医院智能化系统整体规划.pdf,2018,"['三甲医院', '智慧医院', '智能化', '系统集成']"
进程加速，应用场景时代到来.pdf,2019,"['5G', '成都', '产业聚集', '应用场景', '智慧医疗', '智慧交通', '双千兆']"
踏上智慧医院的台阶——淮安市一院智能化、人性化、精细化改善医疗服务成效显著.pdf,2023,"['人工智能', '机器学习', '深度学习', '数据分析', '算法']"
医院智能化建设及其在智慧医疗发展中的作用.pdf,2018,"['医院智能化建设', '智慧医疗', '智能系统集成', '设备智能化控制', '医院数字化', '智慧化建设', '综合布线系统', '建筑设备系统', '通道管理系统', '数字监控系统', '智能化对讲系统', '数字化手术室系统', '排队叫号系统']"
BIM和IoT技术在医院智慧运维中的应用分析.pdf,2021,"['智慧医院', '智慧运维', 'BIM', 'IoT']"
基于大数据分析的智慧型医院集成管理平台建设与应用效果评价.pdf,2018,"['大数据', '智慧型医院', '集成管理平台', '应用效果']"
数字运营促质效双升.pdf,2021,"['数字运营', '医疗数字化', '智慧医院', '精细化管理', '信息化建设', '大数据', '人工智能', '5G技术', '电子病历', '智慧管理']"
把脉“医院+智慧医疗”.pdf,2016,"['互联网+医疗', '智慧医疗', '人脸识别', '医保在线支付', '远程医疗', '大数据', '医院管理', '移动医疗', '信息化建设', '患者体验']"
智慧医疗打破医患地域时空限制.pdf,2020,"['5G', '智慧医疗', '远程医疗', '应急救援', '公共卫生', '健康养老', '医疗资源', '医疗效率', '医疗行业', '医疗服务']"
基于人工智能的财务管理创新...财务机器人在XH医院的应用_张晓玮.pdf,2022,"['新医改政策', '公立医院综合改革', '医疗服务价格调整', '药耗加成取消', '大型设备检查费用降低', 'DRGs支付方式改革', '分级诊疗服务模式', '医院资金来源和收入结构', '运营管理', '物价管理', '成本核算', '医院发展方式转型', '运行模式转型', '资源配置转型', '提质增效', '精细化管理', '会计工作数字化转型', '数据共享机制', '电子凭证全流程数据化与无纸化', '公立医院财务信息化建设', '财务技术工具与模式革新', '数字化与智能化转型', '财务管理信息化创新', '会计审核', '核算工作', '财务工作准确度与规范化', '内控管理', '数据分析', '战略规划', '医院管理要求', 'RPA技术', '财务自动化', '标准化', '智能化', '高效财务转型', '财务机器人', '工作流程自动化', '财务工作特征', '重复性', '明确性', '长效性', '财务管理体系重构', '会计核算', '业务财务', '战略财务', '财务管理平台', '业财融合', '业务管理水平提升', '智能化处理流程', '财务发票智能化识别和处理', '财务流程规则库', '卷积神经网络', '计算机视觉技术', '工作流引擎', '数据共享传递', '业财一体化管理', '财务管理体系与系统框架', '财务管理系统框架', '业务层', '数据层', '应用层', '财务战略实现', '数据支持服务', '财务管理现状', 'RPA特点', '财务管理创新路径', '财务管理创新建设', '财务管理模式', '自动化', '智能化财务管理平台', '财务职能转变', '管理功能转变', '运营管理', '决策分析型转变', '业财深度一体化', '高效业财机器人', '智能分析机器人', '医院财务流程规则库', '账务自动化处理规则引擎', '政府会计制度', '财务数据收集和处理能力', '业财融合', '智慧财务建设', '关键技术和内容', '数据互通', '业务系统与财务系统数据传递', '接口通信方式', '财务发票图像智能识别', '自动化处理系统', '财务智能化处理流程', '工作流引擎模块化设计', '自动化流程', '指令和决策逻辑', '编程', '系统API调用', 'HRP软件API调用', '编程语言描述的程序', '结构化数据核对', '业务流程引擎', '执行业务主体', '插件封装的函数', '第三方功能调用', '数据获取与上传操作', '工作流设计生成', '执行调度', '权限发放', '数据积累', '敏捷开发模型', '工作流配置与编码', '流程改造', 'PKI/CA技术', '数字签名技术', '合法合规认证', '财务单据数据处理', '财务流程管理模型', '政府会计制度和账务自动处理流程', '自动化签名', '信息安全性', '数据完整性', '签名不可抵赖性', '财务机器人业务应用场景', '财务信息化建设', '财务一体化管理体系', '内部控制', '经济管理水平提升', '银医直联', '商旅平台', '税务系统', '财务综合服务平台', '供应商平台', '财务机器人技术特点', '医院财务管理特色', '基础核算工作', '运营分析工作', '会计凭证档案盒封面打印机器人', '年度账簿打印机器人', '日常报销审核机器人', '会计凭证处理机器人', '预算执行预警机器人', '药品财务入库机器人', '科研经费上账机器人', '智能分析机器人', '大数据分析', '财务BI移动驾驶舱', '运营分析报告', '业务提质增效', '决策管理数据支撑', '公立医院发展模式与管理制度转变', '存量资源配置与利用', '询证方式数据挖掘与分析', '管理赋能', '智能技术应用', '财务管理边界拓展', '财务管理效能提升', '财务管控风险', '内部管控系统重新设计', '决策支持系统', '运营过程风险管控能力', 'RPA财务机器人运行成效', '经济效益增值', '内控管理增效', '工作提质增效', '财务组织架构转型', '财务职能转变', '财务转型落地实施', '财务人员工作模式转变', '财务人员核心价值转变', '财务人员能力转变', '智能财务背景下构建公立医院RPA建议', '财务管理思维转变', '财务战略眼光提升', 'RPA标准实施框架完善', '数据治理完善', '转型基础夯实', '流程标准化建设加强', '财务智能应用场景创建', '数字转型文化塑造', '人才保障加强']"
